review_id,review_text,gold_sentiment,prompt_version,llm_output,valid_json,pred_sentiment
R016,"Not a masterpiece, but surprisingly entertaining.",positive,v1,"{
  ""sentiment"": ""negative"",
  ""short_explanation"": ""The reviewer expected a 'masterpiece' which they didn't get, but found the movie 'surprisingly entertaining'. This suggests a negative expectation vs positive outcome."",
  ""evidence_phrases"": [""Not a masterpiece"", ""surprisingly entertaining""]
}",1,negative
R017,"I loved the cast, although the ending was disappointing.",mixed,v1,"{
  ""sentiment"": ""positive"",
  ""short_explanation"": ""Overall positive review despite a few criticisms."",
  ""evidence_phrases"": [
    ""I loved the cast"",
    ""although the ending was disappointing""
  ]
}",1,positive
R018,This film exceeded my expectations in every way.,positive,v1,"{
  ""sentiment"": ""positive"",
  ""short_explanation"": ""Exceeded expectations"",
  ""evidence_phrases"": [""This film""]
}",1,positive
R019,I struggled to stay awake. The movie felt endless.,negative,v1,"{
  ""sentiment"": ""negative"",
  ""short_explanation"": ""struggled to stay awake"",
  ""evidence_phrases"": [""I struggled to stay awake"", ""The movie felt endless""]
}",1,negative
R020,"Some scenes were excellent, others were frustratingly bad.",mixed,v1,"{
  ""sentiment"": ""mixed | both positive and negative"",
  ""short_explanation"": ""The review contains both positive and negative comments about the movie."",
  ""evidence_phrases"": [""Some scenes were excellent"", ""others were frustratingly bad""]
}",1,
R021,"The movie was okay. Nothing special, nothing awful.",neutral,v1,"{
  ""sentiment"": ""neutral"",
  ""short_explanation"": ""mixed tone indicating neither extremely positive nor negative sentiment"",
  ""evidence_phrases"": [""nothing special"", ""nothing awful""]
}",1,neutral
R022,Brilliant direction and memorable performances make this a must-watch.,positive,v1,"{""sentiment"": ""positive"", ""short_explanation"": ""Positive adjectives used in the review"", ""evidence_phrases"": [""brilliant"", ""memorable""]}",1,positive
R023,The dialogue was awkward and the jokes rarely landed.,negative,v1,"{""sentiment"": ""negative"", ""short_explanation"": ""dialogue and humor failed to impress"", ""evidence_phrases"": [""the dialogue was awkward"", ""the jokes rarely landed""]}",1,negative
R024,"While the acting was strong, the story itself was predictable.",mixed,v1,"{
  ""sentiment"": ""mixed"",
  ""short_explanation"": ""The review contains both positive (strong acting) and negative (predictable story) comments."",
  ""evidence_phrases"": [""the acting was strong"", ""the story itself was predictable""]
}",1,mixed
R025,A surprisingly thoughtful film that stays with you afterward.,positive,v1,"{
  ""sentiment"": ""positive"",
  ""short_explanation"": ""Surprisingly thoughtful"",
  ""evidence_phrases"": [""surprisingly"", ""stays with you afterward""]
}",1,positive
R026,"I cannot say I hated it, but I would never watch it again.",negative,v1,"{
  ""sentiment"": ""negative"",
  ""short_explanation"": ""The reviewer states they wouldn't watch the movie again, which implies a strong dislike."",
  ""evidence_phrases"": [""I cannot say I hated it"", ""but I would never watch it again""]
}",1,negative
R027,"The movie tries many ideas; some work wonderfully, others do not.",mixed,v1,"{
  ""sentiment"": ""mixed"",
  ""short_explanation"": ""reviewer found both positive and negative aspects of the movie"",
  ""evidence_phrases"": [""some work wonderfully"", ""others do not""]
}",1,mixed
R028,An unforgettable experience with excellent performances.,positive,v1,"{
  ""sentiment"": ""positive"",
  ""short_explanation"": ""The reviewer uses words like 'unforgettable' and 'excellent', indicating a very positive sentiment."",
  ""evidence_phrases"": [""An unforgettable experience"", ""excellent performances""]
}",1,positive
R029,The trailer was better than the actual movie.,negative,v1,"{""sentiment"": ""negative"", ""short_explanation"": ""Trailer outperformed the film."", ""evidence_phrases"": [""The trailer was""]}",1,negative
